primary_com_name,sci_name,order,family,class
pale-vented bush-hen,amaurornis moluccana,gruiformes,rallidae,Aves
striped crake,amaurornis marginalis,gruiformes,rallidae,Aves
red-necked crake,rallina tricolor,gruiformes,rallidae,Aves
andaman crake,rallina canningi,gruiformes,rallidae,Aves
red-legged crake,rallina fasciata,gruiformes,rallidae,Aves
slaty-legged crake,rallina eurizonoides,gruiformes,rallidae,Aves
rallina sp.,rallina sp.,gruiformes,rallidae,Aves
ruddy-breasted crake,zapornia fusca,gruiformes,rallidae,Aves
band-bellied crake,zapornia paykullii,gruiformes,rallidae,Aves
brown crake,zapornia akool,gruiformes,rallidae,Aves
black crake,zapornia flavirostra,gruiformes,rallidae,Aves
little crake,zapornia parva,gruiformes,rallidae,Aves
baillon's crake,zapornia pusilla,gruiformes,rallidae,Aves
little/baillon's crake,zapornia parva/pusilla,gruiformes,rallidae,Aves
spotted/little/baillon's crake,porzana porzana/zapornia parva/pusilla,gruiformes,rallidae,Aves
st. helena crake,zapornia astrictocarpus,gruiformes,rallidae,Aves
laysan rail,zapornia palmeri,gruiformes,rallidae,Aves
sakalava rail,zapornia olivieri,gruiformes,rallidae,Aves
black-tailed crake,zapornia bicolor,gruiformes,rallidae,Aves
hawaiian rail,zapornia sandwichensis,gruiformes,rallidae,Aves
miller's rail,zapornia nigra,gruiformes,rallidae,Aves
henderson island crake,zapornia atra,gruiformes,rallidae,Aves
spotless crake,zapornia tabuensis,gruiformes,rallidae,Aves
kosrae crake,zapornia monasa,gruiformes,rallidae,Aves
zapornia sp.,zapornia sp.,gruiformes,rallidae,Aves
ocellated crake,rufirallus schomburgkii,gruiformes,rallidae,Aves
russet-crowned crake,rufirallus viridis,gruiformes,rallidae,Aves
chestnut-headed crake,rufirallus castaneiceps,gruiformes,rallidae,Aves
black-banded crake,anurolimnas fasciatus,gruiformes,rallidae,Aves
swinhoe's rail,coturnicops exquisitus,gruiformes,rallidae,Aves
yellow rail,coturnicops noveboracensis,gruiformes,rallidae,Aves
speckled rail,coturnicops notatus,gruiformes,rallidae,Aves
yellow-breasted crake,hapalocrex flaviventer,gruiformes,rallidae,Aves
porzana/zapornia/hapalocrex sp.,porzana/zapornia/hapalocrex sp.,gruiformes,rallidae,Aves
rusty-flanked crake,laterallus levraudi,gruiformes,rallidae,Aves
rufous-sided crake,laterallus melanophaius,gruiformes,rallidae,Aves
ruddy crake,laterallus ruber,gruiformes,rallidae,Aves
white-throated crake,laterallus albigularis,gruiformes,rallidae,Aves
ruddy/white-throated crake,laterallus ruber/albigularis,gruiformes,rallidae,Aves
grey-breasted crake,laterallus exilis,gruiformes,rallidae,Aves
galapagos rail,laterallus spilonota,gruiformes,rallidae,Aves
black rail,laterallus jamaicensis,gruiformes,rallidae,Aves
red-and-white crake,laterallus leucopyrrhus,gruiformes,rallidae,Aves
rufous-sided/red-and-white crake,laterallus melanophaius/leucopyrrhus,gruiformes,rallidae,Aves
rufous-faced crake,laterallus xenopterus,gruiformes,rallidae,Aves
rail/crake sp.,rallidae sp. (rail/crake sp.),gruiformes,rallidae,Aves
african finfoot,podica senegalensis,gruiformes,heliornithidae,Aves
masked finfoot,heliopais personatus,gruiformes,heliornithidae,Aves
sungrebe,heliornis fulica,gruiformes,heliornithidae,Aves
limpkin,aramus guarauna,gruiformes,aramidae,Aves
grey-winged trumpeter,psophia crepitans,gruiformes,psophiidae,Aves
pale-winged trumpeter,psophia leucoptera,gruiformes,psophiidae,Aves
dark-winged trumpeter,psophia viridis,gruiformes,psophiidae,Aves
trumpeter sp.,psophia sp.,gruiformes,psophiidae,Aves
grey crowned-crane,balearica regulorum,gruiformes,gruidae,Aves
black crowned-crane,balearica pavonina,gruiformes,gruidae,Aves
demoiselle crane,anthropoides virgo,gruiformes,gruidae,Aves
blue crane,anthropoides paradiseus,gruiformes,gruidae,Aves
wattled crane,bugeranus carunculatus,gruiformes,gruidae,Aves
siberian crane,leucogeranus leucogeranus,gruiformes,gruidae,Aves
sandhill crane,antigone canadensis,gruiformes,gruidae,Aves
sarus crane,antigone antigone,gruiformes,gruidae,Aves
brolga,antigone rubicunda,gruiformes,gruidae,Aves
white-naped crane,antigone vipio,gruiformes,gruidae,Aves
common crane,grus grus,gruiformes,gruidae,Aves
hooded crane,grus monacha,gruiformes,gruidae,Aves
whooping crane,grus americana,gruiformes,gruidae,Aves
black-necked crane,grus nigricollis,gruiformes,gruidae,Aves
red-crowned crane,grus japonensis,gruiformes,gruidae,Aves
crane sp.,gruidae sp.,gruiformes,gruidae,Aves
magellanic plover,pluvianellus socialis,charadriiformes,pluvianellidae,Aves
black-faced sheathbill,chionis minor,charadriiformes,chionidae,Aves
snowy sheathbill,chionis albus,charadriiformes,chionidae,Aves
double-striped thick-knee,hesperoburhinus bistriatus,charadriiformes,burhinidae,Aves
peruvian thick-knee,hesperoburhinus superciliaris,charadriiformes,burhinidae,Aves
great thick-knee,esacus recurvirostris,charadriiformes,burhinidae,Aves
beach thick-knee,esacus magnirostris,charadriiformes,burhinidae,Aves
spotted thick-knee,burhinus capensis,charadriiformes,burhinidae,Aves
water thick-knee,burhinus vermiculatus,charadriiformes,burhinidae,Aves
bush thick-knee,burhinus grallarius,charadriiformes,burhinidae,Aves
eurasian thick-knee,burhinus oedicnemus,charadriiformes,burhinidae,Aves
indian thick-knee,burhinus indicus,charadriiformes,burhinidae,Aves
senegal thick-knee,burhinus senegalensis,charadriiformes,burhinidae,Aves
burhinus sp.,burhinus sp.,charadriiformes,burhinidae,Aves
egyptian plover,pluvianus aegyptius,charadriiformes,pluvianidae,Aves
black-winged stilt,himantopus himantopus,charadriiformes,recurvirostridae,Aves
pied stilt,himantopus leucocephalus,charadriiformes,recurvirostridae,Aves
black-winged/pied stilt,himantopus himantopus/leucocephalus,charadriiformes,recurvirostridae,Aves
black stilt,himantopus novaezelandiae,charadriiformes,recurvirostridae,Aves
pied/black stilt,himantopus leucocephalus/novaezelandiae,charadriiformes,recurvirostridae,Aves
black-necked stilt,himantopus mexicanus,charadriiformes,recurvirostridae,Aves
banded stilt,cladorhynchus leucocephalus,charadriiformes,recurvirostridae,Aves
pied avocet,recurvirostra avosetta,charadriiformes,recurvirostridae,Aves
red-necked avocet,recurvirostra novaehollandiae,charadriiformes,recurvirostridae,Aves
andean avocet,recurvirostra andina,charadriiformes,recurvirostridae,Aves
american avocet,recurvirostra americana,charadriiformes,recurvirostridae,Aves
stilt/avocet sp.,recurvirostridae sp.,charadriiformes,recurvirostridae,Aves
ibisbill,ibidorhyncha struthersii,charadriiformes,ibidorhynchidae,Aves
eurasian oystercatcher,haematopus ostralegus,charadriiformes,haematopodidae,Aves
pied oystercatcher,haematopus longirostris,charadriiformes,haematopodidae,Aves
south island oystercatcher,haematopus finschi,charadriiformes,haematopodidae,Aves
chatham oystercatcher,haematopus chathamensis,charadriiformes,haematopodidae,Aves
variable oystercatcher,haematopus unicolor,charadriiformes,haematopodidae,Aves
sooty oystercatcher,haematopus fuliginosus,charadriiformes,haematopodidae,Aves
american oystercatcher,haematopus palliatus,charadriiformes,haematopodidae,Aves
african oystercatcher,haematopus moquini,charadriiformes,haematopodidae,Aves
canarian oystercatcher,haematopus meadewaldoi,charadriiformes,haematopodidae,Aves
blackish oystercatcher,haematopus ater,charadriiformes,haematopodidae,Aves
magellanic oystercatcher,haematopus leucopodus,charadriiformes,haematopodidae,Aves
black oystercatcher,haematopus bachmani,charadriiformes,haematopodidae,Aves
american/black oystercatcher,haematopus palliatus/bachmani,charadriiformes,haematopodidae,Aves
oystercatcher sp.,haematopus sp.,charadriiformes,haematopodidae,Aves
black-bellied plover,pluvialis squatarola,charadriiformes,charadriidae,Aves
european golden-plover,pluvialis apricaria,charadriiformes,charadriidae,Aves
american golden-plover,pluvialis dominica,charadriiformes,charadriidae,Aves
pacific golden-plover,pluvialis fulva,charadriiformes,charadriidae,Aves
american/pacific golden-plover (lesser golden-plover),pluvialis dominica/fulva,charadriiformes,charadriidae,Aves
golden-plover sp.,pluvialis dominica/apricaria/fulva,charadriiformes,charadriidae,Aves
black-bellied plover/golden-plover sp.,pluvialis sp.,charadriiformes,charadriidae,Aves
tawny-throated dotterel,oreopholus ruficollis,charadriiformes,charadriidae,Aves
pied plover,hoploxypterus cayanus,charadriiformes,charadriidae,Aves
diademed sandpiper-plover,phegornis mitchellii,charadriiformes,charadriidae,Aves
rufous-chested dotterel,zonibyx modestus,charadriiformes,charadriidae,Aves
eurasian dotterel,eudromias morinellus,charadriiformes,charadriidae,Aves
killdeer,charadrius vociferus,charadriiformes,charadriidae,Aves
common ringed plover,charadrius hiaticula,charadriiformes,charadriidae,Aves
semipalmated plover,charadrius semipalmatus,charadriiformes,charadriidae,Aves
common ringed/semipalmated plover,charadrius hiaticula/semipalmatus,charadriiformes,charadriidae,Aves
piping plover,charadrius melodus,charadriiformes,charadriidae,Aves
hooded plover,charadrius cucullatus,charadriiformes,charadriidae,Aves
black-fronted dotterel,charadrius melanops,charadriiformes,charadriidae,Aves
shore plover,charadrius novaeseelandiae,charadriiformes,charadriidae,Aves
forbes's plover,charadrius forbesi,charadriiformes,charadriidae,Aves
three-banded plover,charadrius tricollaris,charadriiformes,charadriidae,Aves
little ringed plover,charadrius dubius,charadriiformes,charadriidae,Aves
common/little ringed plover,charadrius hiaticula/dubius,charadriiformes,charadriidae,Aves
long-billed plover,charadrius placidus,charadriiformes,charadriidae,Aves
charadrius sp.,charadrius sp.,charadriiformes,charadriidae,Aves
northern lapwing,vanellus vanellus,charadriiformes,charadriidae,Aves
long-toed lapwing,vanellus crassirostris,charadriiformes,charadriidae,Aves
blacksmith lapwing,vanellus armatus,charadriiformes,charadriidae,Aves
spur-winged lapwing,vanellus spinosus,charadriiformes,charadriidae,Aves
river lapwing,vanellus duvaucelii,charadriiformes,charadriidae,Aves
yellow-wattled lapwing,vanellus malabaricus,charadriiformes,charadriidae,Aves
black-headed lapwing,vanellus tectus,charadriiformes,charadriidae,Aves
white-crowned lapwing,vanellus albiceps,charadriiformes,charadriidae,Aves
senegal lapwing,vanellus lugubris,charadriiformes,charadriidae,Aves
black-winged lapwing,vanellus melanopterus,charadriiformes,charadriidae,Aves
crowned lapwing,vanellus coronatus,charadriiformes,charadriidae,Aves
wattled lapwing,vanellus senegallus,charadriiformes,charadriidae,Aves
spot-breasted lapwing,vanellus melanocephalus,charadriiformes,charadriidae,Aves
brown-chested lapwing,vanellus superciliosus,charadriiformes,charadriidae,Aves
grey-headed lapwing,vanellus cinereus,charadriiformes,charadriidae,Aves
red-wattled lapwing,vanellus indicus,charadriiformes,charadriidae,Aves
javan lapwing,vanellus macropterus,charadriiformes,charadriidae,Aves
banded lapwing,vanellus tricolor,charadriiformes,charadriidae,Aves
masked lapwing,vanellus miles,charadriiformes,charadriidae,Aves
sociable lapwing,vanellus gregarius,charadriiformes,charadriidae,Aves
white-tailed lapwing,vanellus leucurus,charadriiformes,charadriidae,Aves
southern lapwing,vanellus chilensis,charadriiformes,charadriidae,Aves
andean lapwing,vanellus resplendens,charadriiformes,charadriidae,Aves
lapwing sp.,vanellus sp.,charadriiformes,charadriidae,Aves
red-kneed dotterel,erythrogonys cinctus,charadriiformes,charadriidae,Aves
inland dotterel,peltohyas australis,charadriiformes,charadriidae,Aves
caspian plover,anarhynchus asiaticus,charadriiformes,charadriidae,Aves
oriental plover,anarhynchus veredus,charadriiformes,charadriidae,Aves
siberian sand-plover,anarhynchus mongolus,charadriiformes,charadriidae,Aves
tibetan sand-plover,anarhynchus atrifrons,charadriiformes,charadriidae,Aves
siberian/tibetan sand-plover,anarhynchus mongolus/atrifrons,charadriiformes,charadriidae,Aves
greater sand-plover,anarhynchus leschenaultii,charadriiformes,charadriidae,Aves
sand-plover sp.,anarhynchus atrifrons/mongolus/leschenaultii,charadriiformes,charadriidae,Aves
double-banded plover,anarhynchus bicinctus,charadriiformes,charadriidae,Aves
wrybill,anarhynchus frontalis,charadriiformes,charadriidae,Aves
red-breasted dotterel,anarhynchus obscurus,charadriiformes,charadriidae,Aves
wilson's plover,anarhynchus wilsonia,charadriiformes,charadriidae,Aves
collared plover,anarhynchus collaris,charadriiformes,charadriidae,Aves
mountain plover,anarhynchus montanus,charadriiformes,charadriidae,Aves
puna plover,anarhynchus alticola,charadriiformes,charadriidae,Aves
two-banded plover,anarhynchus falklandicus,charadriiformes,charadriidae,Aves
madagascar plover,anarhynchus thoracicus,charadriiformes,charadriidae,Aves
kittlitz's plover,anarhynchus pecuarius,charadriiformes,charadriidae,Aves
st. helena plover,anarhynchus sanctaehelenae,charadriiformes,charadriidae,Aves
red-capped plover,anarhynchus ruficapillus,charadriiformes,charadriidae,Aves
snowy plover,anarhynchus nivosus,charadriiformes,charadriidae,Aves
chestnut-banded plover,anarhynchus pallidus,charadriiformes,charadriidae,Aves
malaysian plover,anarhynchus peronii,charadriiformes,charadriidae,Aves
white-fronted plover,anarhynchus marginatus,charadriiformes,charadriidae,Aves
javan plover,anarhynchus javanicus,charadriiformes,charadriidae,Aves
kentish plover,anarhynchus alexandrinus,charadriiformes,charadriidae,Aves
snowy/kentish plover,anarhynchus nivosus/alexandrinus,charadriiformes,charadriidae,Aves
white-faced plover,anarhynchus dealbatus,charadriiformes,charadriidae,Aves
kentish/white-faced plover,anarhynchus alexandrinus/dealbatus,charadriiformes,charadriidae,Aves
anarhynchus sp.,anarhynchus sp.,charadriiformes,charadriidae,Aves
small plover sp.,charadrius/anarhynchus sp.,charadriiformes,charadriidae,Aves
plover sp.,charadriidae sp.,charadriiformes,charadriidae,Aves
plains-wanderer,pedionomus torquatus,charadriiformes,pedionomidae,Aves
rufous-bellied seedsnipe,attagis gayi,charadriiformes,thinocoridae,Aves
white-bellied seedsnipe,attagis malouinus,charadriiformes,thinocoridae,Aves
grey-breasted seedsnipe,thinocorus orbignyianus,charadriiformes,thinocoridae,Aves
least seedsnipe,thinocorus rumicivorus,charadriiformes,thinocoridae,Aves
greater painted-snipe,rostratula benghalensis,charadriiformes,rostratulidae,Aves
australian painted-snipe,rostratula australis,charadriiformes,rostratulidae,Aves
south american painted-snipe,nycticryphes semicollaris,charadriiformes,rostratulidae,Aves
pheasant-tailed jacana,hydrophasianus chirurgus,charadriiformes,jacanidae,Aves
northern jacana,jacana spinosa,charadriiformes,jacanidae,Aves
wattled jacana,jacana jacana,charadriiformes,jacanidae,Aves
northern/wattled jacana,jacana spinosa/jacana,charadriiformes,jacanidae,Aves
lesser jacana,microparra capensis,charadriiformes,jacanidae,Aves
comb-crested jacana,irediparra gallinacea,charadriiformes,jacanidae,Aves
bronze-winged jacana,metopidius indicus,charadriiformes,jacanidae,Aves
african jacana,actophilornis africanus,charadriiformes,jacanidae,Aves
madagascar jacana,actophilornis albinucha,charadriiformes,jacanidae,Aves
jacana sp.,jacanidae sp.,charadriiformes,jacanidae,Aves
upland sandpiper,bartramia longicauda,charadriiformes,scolopacidae,Aves
bristle-thighed curlew,numenius tahitiensis,charadriiformes,scolopacidae,Aves
whimbrel,numenius phaeopus,charadriiformes,scolopacidae,Aves
little curlew,numenius minutus,charadriiformes,scolopacidae,Aves
eskimo curlew,numenius borealis,charadriiformes,scolopacidae,Aves
long-billed curlew,numenius americanus,charadriiformes,scolopacidae,Aves
far eastern curlew,numenius madagascariensis,charadriiformes,scolopacidae,Aves
slender-billed curlew,numenius tenuirostris,charadriiformes,scolopacidae,Aves
eurasian curlew,numenius arquata,charadriiformes,scolopacidae,Aves
whimbrel/eurasian curlew,numenius phaeopus/arquata,charadriiformes,scolopacidae,Aves
far eastern/eurasian curlew,numenius madagascariensis/arquata,charadriiformes,scolopacidae,Aves
curlew sp.,numenius sp.,charadriiformes,scolopacidae,Aves
bar-tailed godwit,limosa lapponica,charadriiformes,scolopacidae,Aves
black-tailed godwit,limosa limosa,charadriiformes,scolopacidae,Aves
bar-tailed/black-tailed godwit,limosa lapponica/limosa,charadriiformes,scolopacidae,Aves
hudsonian godwit,limosa haemastica,charadriiformes,scolopacidae,Aves
marbled godwit,limosa fedoa,charadriiformes,scolopacidae,Aves
hudsonian/marbled godwit,limosa haemastica/fedoa,charadriiformes,scolopacidae,Aves
godwit sp.,limosa sp.,charadriiformes,scolopacidae,Aves
asian dowitcher,limnodromus semipalmatus,charadriiformes,scolopacidae,Aves
short-billed dowitcher,limnodromus griseus,charadriiformes,scolopacidae,Aves
long-billed dowitcher,limnodromus scolopaceus,charadriiformes,scolopacidae,Aves
short-billed/long-billed dowitcher,limnodromus griseus/scolopaceus,charadriiformes,scolopacidae,Aves
jack snipe,lymnocryptes minimus,charadriiformes,scolopacidae,Aves
american woodcock,scolopax minor,charadriiformes,scolopacidae,Aves
eurasian woodcock,scolopax rusticola,charadriiformes,scolopacidae,Aves
amami woodcock,scolopax mira,charadriiformes,scolopacidae,Aves
eurasian/amami woodcock,scolopax rusticola/mira,charadriiformes,scolopacidae,Aves
bukidnon woodcock,scolopax bukidnonensis,charadriiformes,scolopacidae,Aves
javan woodcock,scolopax saturata,charadriiformes,scolopacidae,Aves
new guinea woodcock,scolopax rosenbergii,charadriiformes,scolopacidae,Aves
sulawesi woodcock,scolopax celebensis,charadriiformes,scolopacidae,Aves
moluccan woodcock,scolopax rochussenii,charadriiformes,scolopacidae,Aves
north island snipe,coenocorypha barrierensis,charadriiformes,scolopacidae,Aves
south island snipe,coenocorypha iredalei,charadriiformes,scolopacidae,Aves
chatham islands snipe,coenocorypha pusilla,charadriiformes,scolopacidae,Aves
snares island snipe,coenocorypha huegeli,charadriiformes,scolopacidae,Aves
subantarctic snipe,coenocorypha aucklandica,charadriiformes,scolopacidae,Aves
