sci_name,class,order,family,primary_com_name
gazella subgutturosa,mammalia,artiodactyla,bovidae,goitered gazelle
spilogale putorius,mammalia,carnivora,mephitidae,eastern spotted skunk
hypsiprymnodon moschatus,mammalia,diprotodontia,hypsiprymnodontidae,musky rat-kangaroo
ovis canadensis,mammalia,artiodactyla,bovidae,bighorn sheep
equus zebra,mammalia,perissodactyla,equidae,cape mountain zebra
herpestes naso,mammalia,carnivora,herpestidae,long-nosed mongoose
crocidura voi,mammalia,soricomorpha,soricidae,voi shrew
lycalopex vetulus,mammalia,carnivora,canidae,hoary fox
marmosops incanus,mammalia,didelphimorphia,didelphidae,gray slender opossum
globicephala macrorhynchus,mammalia,cetacea,delphinidae,short-finned pilot whale
crocidura orientalis,mammalia,soricomorpha,soricidae,oriental shrew
stenella longirostris,mammalia,cetacea,delphinidae,spinner dolphin
cephalophus niger,mammalia,artiodactyla,bovidae,black duiker
chironectes minimus,mammalia,didelphimorphia,didelphidae,water opossum
cephalophus jentinki,mammalia,artiodactyla,bovidae,jentink's duiker
marmosa quichua,mammalia,didelphimorphia,didelphidae,quechuan mouse opossum
podogymnura truei,mammalia,erinaceomorpha,erinaceidae,mindanao gymnure
crocidura religiosa,mammalia,soricomorpha,soricidae,egyptian pygmy shrew
cystophora cristata,mammalia,carnivora,phocidae,hooded seal
phascolarctos cinereus,mammalia,diprotodontia,phascolarctidae,koala
ochotona cansus,mammalia,lagomorpha,ochotonidae,gansu pika
urocyon littoralis,mammalia,carnivora,canidae,channel islands gray fox
pudu puda,mammalia,artiodactyla,cervidae,southern pudu
crocidura mutesae,mammalia,soricomorpha,soricidae,uganda large-toothed shrew
mazama temama,mammalia,artiodactyla,cervidae,central american red brocket
crocidura douceti,mammalia,soricomorpha,soricidae,doucet's musk shrew
budorcas taxicolor,mammalia,artiodactyla,bovidae,takin
sylvisorex konganensis,mammalia,soricomorpha,soricidae,kongana shrew
mesoplodon bowdoini,mammalia,cetacea,hyperoodontidae,andrew's beaked whale
manis culionensis,mammalia,pholidota,manidae,palawan pangolin
equus africanus,mammalia,perissodactyla,equidae,african wild ass
suncus ater,mammalia,soricomorpha,soricidae,black shrew
choloepus hoffmanni,mammalia,pilosa,megalonychidae,hoffmann's two-toed sloth
mydaus marchei,mammalia,carnivora,mephitidae,palawan stink badger
suncus infinitesimus,mammalia,soricomorpha,soricidae,least dwarf shrew
eschrichtius robustus,mammalia,cetacea,eschrichtiidae,gray whale
paraechinus aethiopicus,mammalia,erinaceomorpha,erinaceidae,desert hedgehog
tragelaphus eurycerus,mammalia,artiodactyla,bovidae,bongo
crocidura erica,mammalia,soricomorpha,soricidae,heather shrew
muntiacus vuquangensis,mammalia,artiodactyla,cervidae,large-antlered muntjac
crocidura miya,mammalia,soricomorpha,soricidae,sri lankan long-tailed shrew
damaliscus pygargus,mammalia,artiodactyla,bovidae,bontebok (see comments)
vulpes vulpes,mammalia,carnivora,canidae,red fox
ommatophoca rossii,mammalia,carnivora,phocidae,ross seal
crocidura serezkyensis,mammalia,soricomorpha,soricidae,lesser rock shrew
didelphis pernigra,mammalia,didelphimorphia,didelphidae,andean white-eared opossum
cephalophus nigrifrons,mammalia,artiodactyla,bovidae,black-fronted duiker
gracilinanus agilis,mammalia,didelphimorphia,didelphidae,agile gracile opossum
kobus kob,mammalia,artiodactyla,bovidae,kob
stenella coeruleoalba,mammalia,cetacea,delphinidae,striped dolphin
crocidura trichura,mammalia,soricomorpha,soricidae,christmas island shrew
grampus griseus,mammalia,cetacea,delphinidae,risso's dolphin
marmosops cracens,mammalia,didelphimorphia,didelphidae,narrow-headed slender opossum
redunca arundinum,mammalia,artiodactyla,bovidae,southern reedbuck
eubalaena australis,mammalia,cetacea,balaenidae,southern right whale
crocidura thomensis,mammalia,soricomorpha,soricidae,são tomé shrew
helogale hirtula,mammalia,carnivora,herpestidae,ethiopian dwarf mongoose
rangifer tarandus,mammalia,artiodactyla,cervidae,caribou
aepyprymnus rufescens,mammalia,diprotodontia,potoroidae,rufous rat-kangaroo
crocidura longipes,mammalia,soricomorpha,soricidae,savanna swamp shrew
eudorcas thomsonii,mammalia,artiodactyla,bovidae,thomson's gazelle
crocidura greenwoodi,mammalia,soricomorpha,soricidae,greenwood's shrew
procapra gutturosa,mammalia,artiodactyla,bovidae,mongolian gazelle
ochotona argentata,mammalia,lagomorpha,ochotonidae,helan shan pika
sylvisorex lunaris,mammalia,soricomorpha,soricidae,crescent shrew
geomys bursarius,mammalia,rodentia,geomyidae,plains pocket gopher
cabassous tatouay,mammalia,cingulata,dasypodidae,greater naked-tailed armadillo
crocuta crocuta,mammalia,carnivora,hyaenidae,spotted hyena
myosorex cafer,mammalia,soricomorpha,soricidae,dark-footed forest shrew
mesoplodon traversii,mammalia,cetacea,hyperoodontidae,spade-toothed whale
monodelphis domestica,mammalia,didelphimorphia,didelphidae,gray short-tailed opossum
crocidura brunnea,mammalia,soricomorpha,soricidae,thick-tailed shrew
inia geoffrensis,mammalia,cetacea,iniidae,amazon river dolphin
lycaon pictus,mammalia,carnivora,canidae,african wild dog
thylamys cinderella,mammalia,didelphimorphia,didelphidae,cinderella fat-tailed mouse opossum
crocidura beccarii,mammalia,soricomorpha,soricidae,beccari's shrew
przewalskium albirostre,mammalia,artiodactyla,cervidae,thorold's deer
crocidura palawanensis,mammalia,soricomorpha,soricidae,palawan shrew
muntiacus gongshanensis,mammalia,artiodactyla,cervidae,gongshan muntjac
odobenus rosmarus,mammalia,carnivora,odobenidae,walrus
echymipera clara,mammalia,peramelemorphia,peramelidae,clara's echymipera
ochotona pusilla,mammalia,lagomorpha,ochotonidae,little pika
perameles eremiana,mammalia,peramelemorphia,peramelidae,desert bandicoot
arctocephalus galapagoensis,mammalia,carnivora,otariidae,galapagos fur seal
blastocerus dichotomus,mammalia,artiodactyla,cervidae,marsh deer
dusicyon australis,mammalia,carnivora,canidae,falkland island wolf
crocidura olivieri,mammalia,soricomorpha,soricidae,african giant shrew
crocidura buettikoferi,mammalia,soricomorpha,soricidae,buettikofer's shrew
thylamys pusillus,mammalia,didelphimorphia,didelphidae,common fat-tailed mouse opossum
naemorhedus caudatus,mammalia,artiodactyla,bovidae,chinese goral
geomys breviceps,mammalia,rodentia,geomyidae,baird's pocket gopher
chrysocyon brachyurus,mammalia,carnivora,canidae,maned wolf
cyclopes ida,mammalia,pilosa,cyclopedidae,rio negro silky anteater
congosorex verheyeni,mammalia,soricomorpha,soricidae,lesser congo shrew
berardius arnuxii,mammalia,cetacea,hyperoodontidae,arnoux's beaked whale
monodelphis kunsi,mammalia,didelphimorphia,didelphidae,pygmy short-tailed opossum
myosorex longicaudatus,mammalia,soricomorpha,soricidae,long-tailed forest shrew
chaetophractus vellerosus,mammalia,cingulata,dasypodidae,screaming hairy armadillo
sylvisorex howelli,mammalia,soricomorpha,soricidae,howell's forest shrew
neomonachus tropicalis,mammalia,carnivora,phocidae,caribbean monk seal
ursus americanus,mammalia,carnivora,ursidae,american black bear
raphicerus campestris,mammalia,artiodactyla,bovidae,steenbok
crocidura grandis,mammalia,soricomorpha,soricidae,greater mindanao shrew
damaliscus superstes,mammalia,artiodactyla,bovidae,bangweulu tsessebe
crocidura luna,mammalia,soricomorpha,soricidae,greater gray-brown musk shrew
gazella gazella,mammalia,artiodactyla,bovidae,arabian gazelle
nasua narica,mammalia,carnivora,procyonidae,white-nosed coati
cervus nippon,mammalia,artiodactyla,cervidae,sika
bradypus pygmaeus,mammalia,pilosa,bradypodidae,pygmy three-toed sloth
bassariscus sumichrasti,mammalia,carnivora,procyonidae,cacomistle
crossarchus obscurus,mammalia,carnivora,herpestidae,common kusimanse
crocidura tenuis,mammalia,soricomorpha,soricidae,thin shrew
pelea capreolus,mammalia,artiodactyla,bovidae,vaal rhebok
marmosa rubra,mammalia,didelphimorphia,didelphidae,red mouse opossum
cephalorhynchus hectori,mammalia,cetacea,delphinidae,hector's dolphin
crocidura vosmaeri,mammalia,soricomorpha,soricidae,banka shrew
lagenodelphis hosei,mammalia,cetacea,delphinidae,fraser's dolphin
gracilinanus marica,mammalia,didelphimorphia,didelphidae,northern gracile opossum
cephalophus rufilatus,mammalia,artiodactyla,bovidae,red-flanked duiker
hemiechinus collaris,mammalia,erinaceomorpha,erinaceidae,indian long-eared hedgehog
crocidura silacea,mammalia,soricomorpha,soricidae,lesser gray-brown musk shrew
aplodontia rufa,mammalia,rodentia,aplodontiidae,sewellel
mirounga leonina,mammalia,carnivora,phocidae,southern elephant seal
canis latrans,mammalia,carnivora,canidae,coyote
thylamys velutinus,mammalia,didelphimorphia,didelphidae,dwarf fat-tailed mouse opossum
pusa sibirica,mammalia,carnivora,phocidae,baikal seal
crocidura maxi,mammalia,soricomorpha,soricidae,javanese shrew
rucervus eldii,mammalia,artiodactyla,cervidae,eld's deer
crocidura floweri,mammalia,soricomorpha,soricidae,flower's shrew
tetracerus quadricornis,mammalia,artiodactyla,bovidae,four-horned antelope
hylomys parvus,mammalia,erinaceomorpha,erinaceidae,dwarf gymnure
balaenoptera borealis,mammalia,cetacea,balaenopteridae,sei whale
suncus malayanus,mammalia,soricomorpha,soricidae,malayan pigmy shrew
conepatus humboldtii,mammalia,carnivora,mephitidae,humboldt's hog-nosed skunk
equus kiang,mammalia,perissodactyla,equidae,kiang
tolypeutes tricinctus,mammalia,cingulata,dasypodidae,brazilian three-banded armadillo
ruwenzorisorex suncoides,mammalia,soricomorpha,soricidae,ruwenzori shrew
mesoplodon ginkgodens,mammalia,cetacea,hyperoodontidae,ginkgo-toothed beaked whale
suncus aequatorius,mammalia,soricomorpha,soricidae,taita shrew
capra falconeri,mammalia,artiodactyla,bovidae,markhor
crocidura desperata,mammalia,soricomorpha,soricidae,desperate shrew
mazama bororo,mammalia,artiodactyla,cervidae,são paulo bororó
berardius minimus,mammalia,cetacea,hyperoodontidae,sato's beaked whale
mazama rufina,mammalia,artiodactyla,cervidae,ecuador red brocket
galerella pulverulenta,mammalia,carnivora,herpestidae,cape gray mongoose
ochotona erythrotis,mammalia,lagomorpha,ochotonidae,chinese red pika
rhynchomeles prattorum,mammalia,peramelemorphia,peramelidae,ceram island long-nosed bandicoot
pedetes surdaster,mammalia,rodentia,pedetidae,east african spring hare
vulpes zerda,mammalia,carnivora,canidae,fennec
crocidura polia,mammalia,soricomorpha,soricidae,fuscous shrew
crocidura allex,mammalia,soricomorpha,soricidae,east african highland shrew
marmosops neblina,mammalia,didelphimorphia,didelphidae,neblina slender opossum
cephalophus callipygus,mammalia,artiodactyla,bovidae,peters' duiker
crocidura lepidura,mammalia,soricomorpha,soricidae,sumatran giant shrew
orcaella brevirostris,mammalia,cetacea,delphinidae,irrawaddy dolphin
marmosops parvidens,mammalia,didelphimorphia,didelphidae,delicate slender opossum
crocidura xantippe,mammalia,soricomorpha,soricidae,vermiculate shrew
herpestes smithii,mammalia,carnivora,herpestidae,ruddy mongoose
potorous tridactylus,mammalia,diprotodontia,potoroidae,long-nosed potoroo
ochotona hoffmanni,mammalia,lagomorpha,ochotonidae,hoffmann's pika
madoqua guentheri,mammalia,artiodactyla,bovidae,günther's dikdik
crocidura lamottei,mammalia,soricomorpha,soricidae,lamotte's shrew
capricornis milneedwardsii,mammalia,artiodactyla,bovidae,chinese serow
capricornis sumatraensis,mammalia,artiodactyla,bovidae,sumatran serow
crocidura jenkinsi,mammalia,soricomorpha,soricidae,jenkin's shrew
pedetes capensis,mammalia,rodentia,pedetidae,south african spring hare
madoqua piacentinii,mammalia,artiodactyla,bovidae,piacentini's dikdik
mephitis mephitis,mammalia,carnivora,mephitidae,striped skunk
herpestes vitticollis,mammalia,carnivora,herpestidae,stripe-necked mongoose
crocidura zaphiri,mammalia,soricomorpha,soricidae,zaphir's shrew
lycalopex culpaeus,mammalia,carnivora,canidae,culpeo
micoureus alstoni,mammalia,didelphimorphia,didelphidae,alston's mouse opossum
phocoena sinus,mammalia,cetacea,phocoenidae,gulf of california harbour porpoise
crocidura jouvenetae,mammalia,soricomorpha,soricidae,jouvenet's shrew
sotalia fluviatilis,mammalia,cetacea,delphinidae,gray dolphin
rupicapra rupicapra,mammalia,artiodactyla,bovidae,alpine chamois
marmosops pinheiroi,mammalia,didelphimorphia,didelphidae,pinheiro's slender opossum
crocidura ansellorum,mammalia,soricomorpha,soricidae,ansell's shrew
crocidura planiceps,mammalia,soricomorpha,soricidae,flat-headed shrew
ochotona syrinx,mammalia,lagomorpha,ochotonidae,qinling pika
vulpes pallida,mammalia,carnivora,canidae,pale fox
phoca vitulina,mammalia,carnivora,phocidae,harbour seal
peroryctes broadbenti,mammalia,peramelemorphia,peramelidae,giant bandicoot
neophoca cinerea,mammalia,carnivora,otariidae,australian sealion
crocidura nicobarica,mammalia,soricomorpha,soricidae,nicobar shrew
crocidura cyanea,mammalia,soricomorpha,soricidae,reddish-gray musk shrew
capra nubiana,mammalia,artiodactyla,bovidae,nubian ibex
mesoplodon mirus,mammalia,cetacea,hyperoodontidae,true's beaked whale
philander andersoni,mammalia,didelphimorphia,didelphidae,anderson's four-eyed opossum
paracrocidura maxima,mammalia,soricomorpha,soricidae,greater large-headed shrew
priodontes maximus,mammalia,cingulata,dasypodidae,giant armadillo
equus quagga,mammalia,perissodactyla,equidae,plains zebra
spilogale pygmaea,mammalia,carnivora,mephitidae,pygmy spotted skunk
suncus montanus,mammalia,soricomorpha,soricidae,asian highland shrew
manis gigantea,mammalia,pholidota,manidae,giant pangolin
balaenoptera musculus,mammalia,cetacea,balaenopteridae,blue whale
uropsilus soricipes,mammalia,soricomorpha,talpidae,chinese shrew mole
erinaceus roumanicus,mammalia,erinaceomorpha,erinaceidae,northern white-breasted hedgehog
taurotragus derbianus,mammalia,artiodactyla,bovidae,derby eland
bettongia tropica,mammalia,diprotodontia,potoroidae,northern bettong
crocidura fuliginosa,mammalia,soricomorpha,soricidae,southeast asian shrew
manis crassicaudata,mammalia,pholidota,manidae,indian pangolin
rusa alfredi,mammalia,artiodactyla,cervidae,visayan spotted deer
crocidura mariquensis,mammalia,soricomorpha,soricidae,swamp musk shrew
antidorcas marsupialis,mammalia,artiodactyla,bovidae,springbok
pagophilus groenlandicus,mammalia,carnivora,phocidae,harp seal
thylamys pallidior,mammalia,didelphimorphia,didelphidae,white-bellied fat-tailed mouse opossum
dugong dugon,mammalia,sirenia,dugongidae,dugong
crocidura somalica,mammalia,soricomorpha,soricidae,somali shrew
didelphis virginiana,mammalia,didelphimorphia,didelphidae,virginia opossum
cephalophus weynsi,mammalia,artiodactyla,bovidae,weyns's duiker
lestodelphys halli,mammalia,didelphimorphia,didelphidae,patagonian opossum
lagenorhynchus acutus,mammalia,cetacea,delphinidae,atlantic white-sided dolphin
crocidura wuchihensis,mammalia,soricomorpha,soricidae,hainan island shrew
cephalorhynchus eutropia,mammalia,cetacea,delphinidae,black dolphin
marmosa murina,mammalia,didelphimorphia,didelphidae,linnaeus's mouse opossum
oryx gazella,mammalia,artiodactyla,bovidae,gemsbok
atelerix algirus,mammalia,erinaceomorpha,erinaceidae,north african hedgehog
spilogale angustifrons,mammalia,carnivora,mephitidae,southern spotted skunk
crocidura tarfayensis,mammalia,soricomorpha,soricidae,saharan shrew
crossarchus alexandri,mammalia,carnivora,herpestidae,alexander's kusimanse
procyon cancrivorus,mammalia,carnivora,procyonidae,crab-eating raccoon
equus caballus,mammalia,perissodactyla,equidae,horse
geomys lutescens,mammalia,rodentia,geomyidae,sand hills pocket gopher
stenella frontalis,mammalia,cetacea,delphinidae,atlantic spotted dolphin
crocidura macarthuri,mammalia,soricomorpha,soricidae,macarthur's shrew
beatragus hunteri,mammalia,artiodactyla,bovidae,hunter's hartebeest
crocidura gracilipes,mammalia,soricomorpha,soricidae,peters's musk shrew
raphicerus sharpei,mammalia,artiodactyla,bovidae,sharpe's grysbok
ursus maritimus,mammalia,carnivora,ursidae,polar bear
equus hemippus,mammalia,perissodactyla,equidae,achdari
surdisorex polulus,mammalia,soricomorpha,soricidae,mt. kenya mole shrew
dasypus hybridus,mammalia,cingulata,dasypodidae,southern long-nosed armadillo
myosorex rumpii,mammalia,soricomorpha,soricidae,rumpi mouse shrew
monodelphis osgoodi,mammalia,didelphimorphia,didelphidae,osgood's short-tailed opossum
ziphius cavirostris,mammalia,cetacea,hyperoodontidae,cuvier's beaked whale
hemitragus jemlahicus,mammalia,artiodactyla,bovidae,himalayan tahr
thylamys tatei,mammalia,didelphimorphia,didelphidae,tate's fat-tailed mouse opossum
crocidura canariensis,mammalia,soricomorpha,soricidae,canarian shrew
crocidura niobe,mammalia,soricomorpha,soricidae,niobe's shrew
ursus thibetanus,mammalia,carnivora,ursidae,moon bear
capreolus pygargus,mammalia,artiodactyla,cervidae,siberian roe
arctocephalus tropicalis,mammalia,carnivora,otariidae,amsterdam fur seal
ochotona ladacensis,mammalia,lagomorpha,ochotonidae,ladak pika
cratogeomys merriami,mammalia,rodentia,geomyidae,merriam's pocket gopher
ochotona rufescens,mammalia,lagomorpha,ochotonidae,afghan pika
echymipera echinista,mammalia,peramelemorphia,peramelidae,menzies' echymipera
muntiacus crinifrons,mammalia,artiodactyla,cervidae,black muntjac
dasypus novemcinctus,mammalia,cingulata,dasypodidae,nine-banded armadillo
crocidura parvipes,mammalia,soricomorpha,soricidae,small-footed shrew
crocidura batesi,mammalia,soricomorpha,soricidae,bate's shrew
